"","Station","Time","ID","Time1","Day","Month","Year","PM2.5","Time2","mean.R1","lo.R1","up.R1","TimeLabel"
"1","AHP - Capital Place (S1)","2022-01-01T00:00:00.000Z",1,"2022-01-01T00:00:00.000Z",1,1,2022,12.29,"2022-01-01T00:00:00.000Z",36.0860786283492,32.31757991998,39.8542895503761,2022-01-01
"2","AHP - Capital Place (S1)","2022-01-02T00:00:00.000Z",1,"2022-01-02T00:00:00.000Z",2,1,2022,20.3025,"2022-01-02T00:00:00.000Z",35.7820594376196,31.7298172509377,39.8344493652564,2022-01-02
"3","AHP - Capital Place (S1)","2022-01-03T00:00:00.000Z",1,"2022-01-03T00:00:00.000Z",3,1,2022,29.3833,"2022-01-03T00:00:00.000Z",40.4565226735354,36.353435588026,44.5608573414058,2022-01-03
"4","AHP - Capital Place (S1)","2022-01-04T00:00:00.000Z",1,"2022-01-04T00:00:00.000Z",4,1,2022,73.2529,"2022-01-04T00:00:00.000Z",44.4589544998196,40.3125519691814,48.6078943980659,2022-01-04
"5","AHP - Capital Place (S1)","2022-01-05T00:00:00.000Z",1,"2022-01-05T00:00:00.000Z",5,1,2022,80.1838,"2022-01-05T00:00:00.000Z",45.0856490539158,40.8979608582309,49.2763814805804,2022-01-05
"6","AHP - Capital Place (S1)","2022-01-06T00:00:00.000Z",1,"2022-01-06T00:00:00.000Z",6,1,2022,58.2111,"2022-01-06T00:00:00.000Z",41.7836159808458,37.5688710819379,46.0014161918592,2022-01-06
"7","AHP - Capital Place (S1)","2022-01-07T00:00:00.000Z",1,"2022-01-07T00:00:00.000Z",7,1,2022,27.1304,"2022-01-07T00:00:00.000Z",38.6789100709035,34.4289978464576,42.9317243467485,2022-01-07
"8","AHP - Capital Place (S1)","2022-01-08T00:00:00.000Z",1,"2022-01-08T00:00:00.000Z",8,1,2022,42.0279,"2022-01-08T00:00:00.000Z",37.7069832261227,33.4838290293259,41.9323385426652,2022-01-08
"9","AHP - Capital Place (S1)","2022-01-09T00:00:00.000Z",1,"2022-01-09T00:00:00.000Z",9,1,2022,26.7021,"2022-01-09T00:00:00.000Z",34.5679965919437,30.3458306817413,38.7916378354403,2022-01-09
"10","AHP - Capital Place (S1)","2022-01-10T00:00:00.000Z",1,"2022-01-10T00:00:00.000Z",10,1,2022,22.5759,"2022-01-10T00:00:00.000Z",34.8103210711285,30.5924043260399,39.0291517266256,2022-01-10
"11","AHP - Capital Place (S1)","2022-01-11T00:00:00.000Z",1,"2022-01-11T00:00:00.000Z",11,1,2022,24.8096,"2022-01-11T00:00:00.000Z",35.5757336654262,31.3278666959685,39.8242130008145,2022-01-11
"12","AHP - Capital Place (S1)","2022-01-12T00:00:00.000Z",1,"2022-01-12T00:00:00.000Z",12,1,2022,22.3438,"2022-01-12T00:00:00.000Z",32.8679262187243,28.630637498729,37.1052936415566,2022-01-12
"13","AHP - Capital Place (S1)","2022-01-13T00:00:00.000Z",1,"2022-01-13T00:00:00.000Z",13,1,2022,25.7967,"2022-01-13T00:00:00.000Z",32.2366735387584,27.9765630355267,36.4965161506057,2022-01-13
"14","AHP - Capital Place (S1)","2022-01-14T00:00:00.000Z",1,"2022-01-14T00:00:00.000Z",14,1,2022,31.7295,"2022-01-14T00:00:00.000Z",35.2139470078252,30.9771509087315,39.4504526938358,2022-01-14
"15","AHP - Capital Place (S1)","2022-01-15T00:00:00.000Z",1,"2022-01-15T00:00:00.000Z",15,1,2022,61.9821,"2022-01-15T00:00:00.000Z",39.8538857877933,35.5857151509413,44.1217262133966,2022-01-15
"16","AHP - Capital Place (S1)","2022-01-16T00:00:00.000Z",1,"2022-01-16T00:00:00.000Z",16,1,2022,44.8218,"2022-01-16T00:00:00.000Z",35.4385935497532,31.1549525280363,39.7216267909982,2022-01-16
"17","AHP - Capital Place (S1)","2022-01-17T00:00:00.000Z",1,"2022-01-17T00:00:00.000Z",17,1,2022,38.9625,"2022-01-17T00:00:00.000Z",31.2284084593074,26.9094828200191,35.5460971236447,2022-01-17
"18","AHP - Capital Place (S1)","2022-01-18T00:00:00.000Z",1,"2022-01-18T00:00:00.000Z",18,1,2022,27.9483,"2022-01-18T00:00:00.000Z",34.7110784844768,30.3659244291475,39.0544492766656,2022-01-18
"19","AHP - Capital Place (S1)","2022-01-19T00:00:00.000Z",1,"2022-01-19T00:00:00.000Z",19,1,2022,27.4621,"2022-01-19T00:00:00.000Z",36.7712259459858,32.4122352135376,41.1280061218422,2022-01-19
"20","AHP - Capital Place (S1)","2022-01-20T00:00:00.000Z",1,"2022-01-20T00:00:00.000Z",20,1,2022,14.1633,"2022-01-20T00:00:00.000Z",29.8200333927673,25.4435827717386,34.1936137431502,2022-01-20
"21","AHP - Capital Place (S1)","2022-01-21T00:00:00.000Z",1,"2022-01-21T00:00:00.000Z",21,1,2022,22.4183,"2022-01-21T00:00:00.000Z",30.8648148614558,26.4774003615906,35.2489464113172,2022-01-21
"22","AHP - Capital Place (S1)","2022-01-22T00:00:00.000Z",1,"2022-01-22T00:00:00.000Z",22,1,2022,21.5992,"2022-01-22T00:00:00.000Z",31.9588025308348,27.5452646848654,36.3690466828806,2022-01-22
"23","AHP - Capital Place (S1)","2022-01-23T00:00:00.000Z",1,"2022-01-23T00:00:00.000Z",23,1,2022,19.2283,"2022-01-23T00:00:00.000Z",30.563973375894,26.1654571544688,34.9595786562526,2022-01-23
"24","AHP - Capital Place (S1)","2022-01-24T00:00:00.000Z",1,"2022-01-24T00:00:00.000Z",24,1,2022,12.5058,"2022-01-24T00:00:00.000Z",28.2109900776816,23.8683389722309,32.5515609871512,2022-01-24
"25","AHP - Capital Place (S1)","2022-01-25T00:00:00.000Z",1,"2022-01-25T00:00:00.000Z",25,1,2022,21.6171,"2022-01-25T00:00:00.000Z",32.389644986188,28.0726217776328,36.7057503076347,2022-01-25
"26","AHP - Capital Place (S1)","2022-01-26T00:00:00.000Z",1,"2022-01-26T00:00:00.000Z",26,1,2022,21.9704,"2022-01-26T00:00:00.000Z",36.6295353351919,32.375192823851,40.8840878063691,2022-01-26
"27","AHP - Capital Place (S1)","2022-01-27T00:00:00.000Z",1,"2022-01-27T00:00:00.000Z",27,1,2022,25.4504,"2022-01-27T00:00:00.000Z",39.6598064168532,35.4257756188404,43.894761043794,2022-01-27
"28","AHP - Capital Place (S1)","2022-01-28T00:00:00.000Z",1,"2022-01-28T00:00:00.000Z",28,1,2022,37.2579,"2022-01-28T00:00:00.000Z",38.2956555152646,34.0783912982968,42.5144328555761,2022-01-28
"29","AHP - Capital Place (S1)","2022-01-29T00:00:00.000Z",1,"2022-01-29T00:00:00.000Z",29,1,2022,62.0642,"2022-01-29T00:00:00.000Z",40.2110178713777,36.0075955140487,44.4163382976934,2022-01-29
"30","AHP - Capital Place (S1)","2022-01-30T00:00:00.000Z",1,"2022-01-30T00:00:00.000Z",30,1,2022,87.505,"2022-01-30T00:00:00.000Z",38.9330441169674,34.7076541396055,43.1599630019132,2022-01-30
"31","AHP - Capital Place (S1)","2022-01-31T00:00:00.000Z",1,"2022-01-31T00:00:00.000Z",31,1,2022,26.8025,"2022-01-31T00:00:00.000Z",42.0916641903833,37.8839895220811,46.3002734861912,2022-01-31
"32","AHP - Capital Place (S1)","2022-02-01T00:00:00.000Z",1,"2022-02-01T00:00:00.000Z",1,2,2022,44.263,"2022-02-01T00:00:00.000Z",44.478113587681,40.2871924858266,48.6693391895708,2022-02-01
"33","AHP - Capital Place (S1)","2022-02-02T00:00:00.000Z",1,"2022-02-02T00:00:00.000Z",2,2,2022,33.2104,"2022-02-02T00:00:00.000Z",43.7956120075997,39.6045099315183,47.9860404163208,2022-02-02
"34","AHP - Capital Place (S1)","2022-02-03T00:00:00.000Z",1,"2022-02-03T00:00:00.000Z",3,2,2022,22.6192,"2022-02-03T00:00:00.000Z",39.7442351015457,35.5443355495279,43.942577276279,2022-02-03
"35","AHP - Capital Place (S1)","2022-02-04T00:00:00.000Z",1,"2022-02-04T00:00:00.000Z",4,2,2022,33.495,"2022-02-04T00:00:00.000Z",36.5295503747973,32.3191499690985,40.7379533015168,2022-02-04
"36","AHP - Capital Place (S1)","2022-02-05T00:00:00.000Z",1,"2022-02-05T00:00:00.000Z",5,2,2022,19.3213,"2022-02-05T00:00:00.000Z",36.0478857414118,31.8345400269943,40.2588253389195,2022-02-05
"37","AHP - Capital Place (S1)","2022-02-06T00:00:00.000Z",1,"2022-02-06T00:00:00.000Z",6,2,2022,15.1575,"2022-02-06T00:00:00.000Z",33.9757840509098,29.7575694658443,38.1913796904109,2022-02-06
"38","AHP - Capital Place (S1)","2022-02-07T00:00:00.000Z",1,"2022-02-07T00:00:00.000Z",7,2,2022,27.7058,"2022-02-07T00:00:00.000Z",35.7398585475588,31.5267088163357,39.9505649865232,2022-02-07
"39","AHP - Capital Place (S1)","2022-02-08T00:00:00.000Z",1,"2022-02-08T00:00:00.000Z",8,2,2022,51.7704,"2022-02-08T00:00:00.000Z",38.2845277416303,34.0679134110377,42.4992075960824,2022-02-08
"40","AHP - Capital Place (S1)","2022-02-09T00:00:00.000Z",1,"2022-02-09T00:00:00.000Z",9,2,2022,13.9363,"2022-02-09T00:00:00.000Z",37.4548712882657,33.2309006697962,41.6772930902517,2022-02-09
"41","AHP - Capital Place (S1)","2022-02-10T00:00:00.000Z",1,"2022-02-10T00:00:00.000Z",10,2,2022,22.7635,"2022-02-10T00:00:00.000Z",38.7753853111408,34.5538976312873,42.9958753895439,2022-02-10
"42","AHP - Capital Place (S1)","2022-02-11T00:00:00.000Z",1,"2022-02-11T00:00:00.000Z",11,2,2022,33.81,"2022-02-11T00:00:00.000Z",43.7067006803274,39.4854120420686,47.9280453910936,2022-02-11
"43","AHP - Capital Place (S1)","2022-02-12T00:00:00.000Z",1,"2022-02-12T00:00:00.000Z",12,2,2022,43.24,"2022-02-12T00:00:00.000Z",50.2281585499608,45.9502430274755,54.5072467879059,2022-02-12
"44","AHP - Capital Place (S1)","2022-02-13T00:00:00.000Z",1,"2022-02-13T00:00:00.000Z",13,2,2022,52.4679,"2022-02-13T00:00:00.000Z",47.551869195164,43.2558344539371,51.8500392366405,2022-02-13
"45","AHP - Capital Place (S1)","2022-02-14T00:00:00.000Z",1,"2022-02-14T00:00:00.000Z",14,2,2022,36.785,"2022-02-14T00:00:00.000Z",44.7871299684847,40.5047315808726,49.0722690208447,2022-02-14
"46","AHP - Capital Place (S1)","2022-02-15T00:00:00.000Z",1,"2022-02-15T00:00:00.000Z",15,2,2022,47.0425,"2022-02-15T00:00:00.000Z",49.2507088588681,44.9298936699792,53.5747406523601,2022-02-15
"47","AHP - Capital Place (S1)","2022-02-16T00:00:00.000Z",1,"2022-02-16T00:00:00.000Z",16,2,2022,36.7363,"2022-02-16T00:00:00.000Z",51.6720573595205,47.3559705037079,55.9918205953913,2022-02-16
"48","AHP - Capital Place (S1)","2022-02-17T00:00:00.000Z",1,"2022-02-17T00:00:00.000Z",17,2,2022,42.5583,"2022-02-17T00:00:00.000Z",44.3638737182168,40.07674618975,48.6543130067635,2022-02-17
"49","AHP - Capital Place (S1)","2022-02-18T00:00:00.000Z",1,"2022-02-18T00:00:00.000Z",18,2,2022,73.8979,"2022-02-18T00:00:00.000Z",44.2288732463964,39.9645777485285,48.4961787811829,2022-02-18
"50","AHP - Capital Place (S1)","2022-02-19T00:00:00.000Z",1,"2022-02-19T00:00:00.000Z",19,2,2022,50.9654,"2022-02-19T00:00:00.000Z",43.2658529521499,39.033449356336,47.5008271332851,2022-02-19
"51","AHP - Capital Place (S1)","2022-02-20T00:00:00.000Z",1,"2022-02-20T00:00:00.000Z",20,2,2022,38.4404,"2022-02-20T00:00:00.000Z",39.0262432760316,34.8350569678263,43.2192482350218,2022-02-20
"52","AHP - Capital Place (S1)","2022-02-21T00:00:00.000Z",1,"2022-02-21T00:00:00.000Z",21,2,2022,29.6613,"2022-02-21T00:00:00.000Z",33.210509619083,29.0677912731404,37.3541922306862,2022-02-21
"53","AHP - Capital Place (S1)","2022-02-22T00:00:00.000Z",1,"2022-02-22T00:00:00.000Z",22,2,2022,41.2746,"2022-02-22T00:00:00.000Z",33.5167489608981,29.4207313989019,37.6128914699098,2022-02-22
"54","AHP - Capital Place (S1)","2022-02-23T00:00:00.000Z",1,"2022-02-23T00:00:00.000Z",23,2,2022,24.9125,"2022-02-23T00:00:00.000Z",33.7057600795646,29.6382030850736,37.772791236175,2022-02-23
"55","AHP - Capital Place (S1)","2022-02-24T00:00:00.000Z",1,"2022-02-24T00:00:00.000Z",24,2,2022,14.0271,"2022-02-24T00:00:00.000Z",32.8076266870024,28.7439044693365,36.8700966633435,2022-02-24
"56","AHP - Capital Place (S1)","2022-02-25T00:00:00.000Z",1,"2022-02-25T00:00:00.000Z",25,2,2022,12.4941,"2022-02-25T00:00:00.000Z",27.9484321973774,23.8866010135672,32.0085804205203,2022-02-25
"57","AHP - Capital Place (S1)","2022-02-26T00:00:00.000Z",1,"2022-02-26T00:00:00.000Z",26,2,2022,14.9754,"2022-02-26T00:00:00.000Z",27.0951675876177,23.0377301883026,31.1507590406415,2022-02-26
"58","AHP - Capital Place (S1)","2022-02-27T00:00:00.000Z",1,"2022-02-27T00:00:00.000Z",27,2,2022,11.1874,"2022-02-27T00:00:00.000Z",24.0019749874293,19.9075063424416,28.0952939343481,2022-02-27
"59","AHP - Capital Place (S1)","2022-02-28T00:00:00.000Z",1,"2022-02-28T00:00:00.000Z",28,2,2022,13.2471,"2022-02-28T00:00:00.000Z",26.3553266591808,22.2740743394216,30.4356015164111,2022-02-28
"60","AHP - Capital Place (S1)","2022-03-01T00:00:00.000Z",1,"2022-03-01T00:00:00.000Z",1,3,2022,13.5167,"2022-03-01T00:00:00.000Z",28.7190512303256,24.6817954258167,32.7557782996155,2022-03-01
"61","AHP - Capital Place (S1)","2022-03-02T00:00:00.000Z",1,"2022-03-02T00:00:00.000Z",2,3,2022,11.2525,"2022-03-02T00:00:00.000Z",28.6192961093661,24.6030862826921,32.6350024644052,2022-03-02
"62","AHP - Capital Place (S1)","2022-03-03T00:00:00.000Z",1,"2022-03-03T00:00:00.000Z",3,3,2022,13.5392,"2022-03-03T00:00:00.000Z",25.5490911482204,21.5520503443571,29.5455943709412,2022-03-03
"63","AHP - Capital Place (S1)","2022-03-04T00:00:00.000Z",1,"2022-03-04T00:00:00.000Z",4,3,2022,21.7342,"2022-03-04T00:00:00.000Z",23.5232085993057,19.5407540564188,27.5052142742092,2022-03-04
"64","AHP - Capital Place (S1)","2022-03-05T00:00:00.000Z",1,"2022-03-05T00:00:00.000Z",5,3,2022,16.9071,"2022-03-05T00:00:00.000Z",24.2871271907788,20.3156361690223,28.2581510294153,2022-03-05
"65","AHP - Capital Place (S1)","2022-03-06T00:00:00.000Z",1,"2022-03-06T00:00:00.000Z",6,3,2022,7.2783,"2022-03-06T00:00:00.000Z",23.3959548782617,19.4182524180245,27.3732598293103,2022-03-06
"66","AHP - Capital Place (S1)","2022-03-07T00:00:00.000Z",1,"2022-03-07T00:00:00.000Z",7,3,2022,15.4342,"2022-03-07T00:00:00.000Z",26.2182195243073,22.2290995621516,30.2073230700913,2022-03-07
"67","AHP - Capital Place (S1)","2022-03-08T00:00:00.000Z",1,"2022-03-08T00:00:00.000Z",8,3,2022,26.0504,"2022-03-08T00:00:00.000Z",29.6664165160063,25.6287852420952,33.7048523537307,2022-03-08
"68","AHP - Capital Place (S1)","2022-03-09T00:00:00.000Z",1,"2022-03-09T00:00:00.000Z",9,3,2022,44.8138,"2022-03-09T00:00:00.000Z",29.5489089339316,25.4608626241455,33.6383254786331,2022-03-09
"69","AHP - Capital Place (S1)","2022-03-10T00:00:00.000Z",1,"2022-03-10T00:00:00.000Z",10,3,2022,68.6421,"2022-03-10T00:00:00.000Z",31.2501650164146,27.1507071595871,35.3513785839883,2022-03-10
"70","AHP - Capital Place (S1)","2022-03-11T00:00:00.000Z",1,"2022-03-11T00:00:00.000Z",11,3,2022,30.0804,"2022-03-11T00:00:00.000Z",36.2392658359676,32.1641630933812,40.3162815714979,2022-03-11
"71","AHP - Capital Place (S1)","2022-03-12T00:00:00.000Z",1,"2022-03-12T00:00:00.000Z",12,3,2022,17.0204,"2022-03-12T00:00:00.000Z",42.6753620399217,38.5676333977539,46.7848533989665,2022-03-12
"72","AHP - Capital Place (S1)","2022-03-13T00:00:00.000Z",1,"2022-03-13T00:00:00.000Z",13,3,2022,31.5313,"2022-03-13T00:00:00.000Z",39.9546359070908,35.8630587850069,44.0476103941832,2022-03-13
"73","AHP - Capital Place (S1)","2022-03-14T00:00:00.000Z",1,"2022-03-14T00:00:00.000Z",14,3,2022,36.9736,"2022-03-14T00:00:00.000Z",37.284969749632,33.2639186614096,41.3068232586924,2022-03-14
"74","AHP - Capital Place (S1)","2022-03-15T00:00:00.000Z",1,"2022-03-15T00:00:00.000Z",15,3,2022,44.1575,"2022-03-15T00:00:00.000Z",42.0367535630471,38.0364792649126,46.0374667984027,2022-03-15
"75","AHP - Capital Place (S1)","2022-03-16T00:00:00.000Z",1,"2022-03-16T00:00:00.000Z",16,3,2022,75.2375,"2022-03-16T00:00:00.000Z",44.9889376170688,41.0190420596412,48.959259288215,2022-03-16
"76","AHP - Capital Place (S1)","2022-03-17T00:00:00.000Z",1,"2022-03-17T00:00:00.000Z",17,3,2022,76.995,"2022-03-17T00:00:00.000Z",38.4427874812648,34.4882935317365,42.3973124739882,2022-03-17
"77","AHP - Capital Place (S1)","2022-03-18T00:00:00.000Z",1,"2022-03-18T00:00:00.000Z",18,3,2022,29.3788,"2022-03-18T00:00:00.000Z",39.419459410719,35.471161260463,43.3673409343807,2022-03-18
"78","AHP - Capital Place (S1)","2022-03-19T00:00:00.000Z",1,"2022-03-19T00:00:00.000Z",19,3,2022,17.9558,"2022-03-19T00:00:00.000Z",40.1969344894959,36.2414008885267,44.1516186022898,2022-03-19
"79","AHP - Capital Place (S1)","2022-03-20T00:00:00.000Z",1,"2022-03-20T00:00:00.000Z",20,3,2022,13.3325,"2022-03-20T00:00:00.000Z",38.4677685167775,34.5088426009168,42.4252793425408,2022-03-20
"80","AHP - Capital Place (S1)","2022-03-21T00:00:00.000Z",1,"2022-03-21T00:00:00.000Z",21,3,2022,14.0375,"2022-03-21T00:00:00.000Z",35.9063598601958,31.9565889923117,39.8545323763379,2022-03-21
"81","AHP - Capital Place (S1)","2022-03-22T00:00:00.000Z",1,"2022-03-22T00:00:00.000Z",22,3,2022,25.9833,"2022-03-22T00:00:00.000Z",40.0420241352987,36.0956059619831,43.9873326059487,2022-03-22
"82","AHP - Capital Place (S1)","2022-03-23T00:00:00.000Z",1,"2022-03-23T00:00:00.000Z",23,3,2022,19.9563,"2022-03-23T00:00:00.000Z",44.3800157052797,40.4546834378582,48.3048349787296,2022-03-23
"83","AHP - Capital Place (S1)","2022-03-24T00:00:00.000Z",1,"2022-03-24T00:00:00.000Z",24,3,2022,60.84,"2022-03-24T00:00:00.000Z",47.5835461961638,43.659809263016,51.5072952373804,2022-03-24
"84","AHP - Capital Place (S1)","2022-03-25T00:00:00.000Z",1,"2022-03-25T00:00:00.000Z",25,3,2022,61.8125,"2022-03-25T00:00:00.000Z",46.3160056821185,42.3900771316365,50.2423871134226,2022-03-25
"85","AHP - Capital Place (S1)","2022-03-26T00:00:00.000Z",1,"2022-03-26T00:00:00.000Z",26,3,2022,54.3254,"2022-03-26T00:00:00.000Z",48.2753498113733,44.3465707061982,52.2050080678705,2022-03-26
"86","AHP - Capital Place (S1)","2022-03-27T00:00:00.000Z",1,"2022-03-27T00:00:00.000Z",27,3,2022,34.2313,"2022-03-27T00:00:00.000Z",47.0830788337522,43.1115684835585,51.0554109048542,2022-03-27
"87","AHP - Capital Place (S1)","2022-03-28T00:00:00.000Z",1,"2022-03-28T00:00:00.000Z",28,3,2022,31.5967,"2022-03-28T00:00:00.000Z",50.4627686251378,46.4916311480867,54.434804677032,2022-03-28
"88","AHP - Capital Place (S1)","2022-03-29T00:00:00.000Z",1,"2022-03-29T00:00:00.000Z",29,3,2022,53.9275,"2022-03-29T00:00:00.000Z",53.0266609454362,49.0640354758814,56.9903068713823,2022-03-29
"89","AHP - Capital Place (S1)","2022-03-30T00:00:00.000Z",1,"2022-03-30T00:00:00.000Z",30,3,2022,95.5867,"2022-03-30T00:00:00.000Z",52.2793657712402,48.3029422087156,56.2565638450505,2022-03-30
"90","AHP - Capital Place (S1)","2022-03-31T00:00:00.000Z",1,"2022-03-31T00:00:00.000Z",31,3,2022,67.5504,"2022-03-31T00:00:00.000Z",47.6926087881095,43.7412132024686,51.6442223401732,2022-03-31
"91","AHP - Capital Place (S1)","2022-04-01T00:00:00.000Z",1,"2022-04-01T00:00:00.000Z",1,4,2022,44.5504,"2022-04-01T00:00:00.000Z",43.4613254456574,39.5149242068086,47.4074749520141,2022-04-01
"92","AHP - Capital Place (S1)","2022-04-02T00:00:00.000Z",1,"2022-04-02T00:00:00.000Z",2,4,2022,23.8125,"2022-04-02T00:00:00.000Z",41.6364109046523,37.6949318991115,45.5771541652841,2022-04-02
"93","AHP - Capital Place (S1)","2022-04-03T00:00:00.000Z",1,"2022-04-03T00:00:00.000Z",3,4,2022,14.6321,"2022-04-03T00:00:00.000Z",38.0832643580949,34.1326414642579,42.0327325587495,2022-04-03
"94","AHP - Capital Place (S1)","2022-04-04T00:00:00.000Z",1,"2022-04-04T00:00:00.000Z",4,4,2022,28.1721,"2022-04-04T00:00:00.000Z",38.3876192102157,34.4327686063522,42.3411614823616,2022-04-04
"95","AHP - Capital Place (S1)","2022-04-05T00:00:00.000Z",1,"2022-04-05T00:00:00.000Z",5,4,2022,34.0142,"2022-04-05T00:00:00.000Z",39.6394111861263,35.6742976285666,43.603291342668,2022-04-05
"96","AHP - Capital Place (S1)","2022-04-06T00:00:00.000Z",1,"2022-04-06T00:00:00.000Z",6,4,2022,20.9696,"2022-04-06T00:00:00.000Z",37.8291096464762,33.8590447725408,41.7979713995294,2022-04-06
"97","AHP - Capital Place (S1)","2022-04-07T00:00:00.000Z",1,"2022-04-07T00:00:00.000Z",7,4,2022,24.0613,"2022-04-07T00:00:00.000Z",38.5080054004211,34.5763603063219,42.4383949169965,2022-04-07
"98","AHP - Capital Place (S1)","2022-04-08T00:00:00.000Z",1,"2022-04-08T00:00:00.000Z",8,4,2022,23.2983,"2022-04-08T00:00:00.000Z",43.2094267431665,39.3061967730479,47.1115827609569,2022-04-08
"99","AHP - Capital Place (S1)","2022-04-09T00:00:00.000Z",1,"2022-04-09T00:00:00.000Z",9,4,2022,49.8296,"2022-04-09T00:00:00.000Z",49.9391119470859,46.0193607693097,53.8582986511381,2022-04-09
"100","AHP - Capital Place (S1)","2022-04-10T00:00:00.000Z",1,"2022-04-10T00:00:00.000Z",10,4,2022,43.6058,"2022-04-10T00:00:00.000Z",47.8410151934474,43.9368616659078,51.7449430026746,2022-04-10
"101","AHP - Capital Place (S1)","2022-04-11T00:00:00.000Z",1,"2022-04-11T00:00:00.000Z",11,4,2022,57.8192,"2022-04-11T00:00:00.000Z",45.9525395536341,42.0798475028647,49.8252485180524,2022-04-11
"102","AHP - Capital Place (S1)","2022-04-12T00:00:00.000Z",1,"2022-04-12T00:00:00.000Z",12,4,2022,77.0658,"2022-04-12T00:00:00.000Z",51.4724489492114,47.5938002511303,55.3513164889669,2022-04-12
"103","AHP - Capital Place (S1)","2022-04-13T00:00:00.000Z",1,"2022-04-13T00:00:00.000Z",13,4,2022,75.4388,"2022-04-13T00:00:00.000Z",55.0150612340263,51.1403702061589,58.8902733175865,2022-04-13
"104","AHP - Capital Place (S1)","2022-04-14T00:00:00.000Z",1,"2022-04-14T00:00:00.000Z",14,4,2022,44.6492,"2022-04-14T00:00:00.000Z",48.8753364294461,44.9969161276328,52.7540861469197,2022-04-14
"105","AHP - Capital Place (S1)","2022-04-15T00:00:00.000Z",1,"2022-04-15T00:00:00.000Z",15,4,2022,59.2304,"2022-04-15T00:00:00.000Z",50.0363442114134,46.1596244379222,53.9132565277384,2022-04-15
"106","AHP - Capital Place (S1)","2022-04-16T00:00:00.000Z",1,"2022-04-16T00:00:00.000Z",16,4,2022,77.1742,"2022-04-16T00:00:00.000Z",50.5071595581677,46.6319002022884,54.3825478014113,2022-04-16
"107","AHP - Capital Place (S1)","2022-04-17T00:00:00.000Z",1,"2022-04-17T00:00:00.000Z",17,4,2022,71.1763,"2022-04-17T00:00:00.000Z",47.7345452996742,43.8671598833491,51.601889163344,2022-04-17
"108","AHP - Capital Place (S1)","2022-04-18T00:00:00.000Z",1,"2022-04-18T00:00:00.000Z",18,4,2022,44.7442,"2022-04-18T00:00:00.000Z",43.3485065065764,39.4998187696965,47.1971412093458,2022-04-18
"109","AHP - Capital Place (S1)","2022-04-19T00:00:00.000Z",1,"2022-04-19T00:00:00.000Z",19,4,2022,55.2833,"2022-04-19T00:00:00.000Z",45.0114456909209,41.166305566534,48.8565915884589,2022-04-19
"110","AHP - Capital Place (S1)","2022-04-20T00:00:00.000Z",1,"2022-04-20T00:00:00.000Z",20,4,2022,25.4967,"2022-04-20T00:00:00.000Z",46.4390013882686,42.6084600725592,50.2696379399119,2022-04-20
"111","AHP - Capital Place (S1)","2022-04-21T00:00:00.000Z",1,"2022-04-21T00:00:00.000Z",21,4,2022,58.9308,"2022-04-21T00:00:00.000Z",46.5756853038423,42.7456756932022,50.4056678968826,2022-04-21
"112","AHP - Capital Place (S1)","2022-04-22T00:00:00.000Z",1,"2022-04-22T00:00:00.000Z",22,4,2022,41.2917,"2022-04-22T00:00:00.000Z",42.3557634787607,38.5278051913911,46.1835283279533,2022-04-22
"113","AHP - Capital Place (S1)","2022-04-23T00:00:00.000Z",1,"2022-04-23T00:00:00.000Z",23,4,2022,50.9167,"2022-04-23T00:00:00.000Z",41.6663466469727,37.8423869491005,45.4899110578481,2022-04-23
"114","AHP - Capital Place (S1)","2022-04-24T00:00:00.000Z",1,"2022-04-24T00:00:00.000Z",24,4,2022,35.1739,"2022-04-24T00:00:00.000Z",38.2605760268626,34.390846521913,42.1299780571677,2022-04-24
"115","AHP - Capital Place (S1)","2022-04-25T00:00:00.000Z",1,"2022-04-25T00:00:00.000Z",25,4,2022,47.9167,"2022-04-25T00:00:00.000Z",39.9078189278663,36.034946837966,43.780233179507,2022-04-25
"116","AHP - Capital Place (S1)","2022-04-26T00:00:00.000Z",1,"2022-04-26T00:00:00.000Z",26,4,2022,23.3043,"2022-04-26T00:00:00.000Z",41.2756723594797,37.4046380578302,45.1462946539013,2022-04-26
"117","AHP - Capital Place (S1)","2022-04-27T00:00:00.000Z",1,"2022-04-27T00:00:00.000Z",27,4,2022,31.6154,"2022-04-27T00:00:00.000Z",40.0592109692554,36.1883272804867,43.929542676298,2022-04-27
"118","AHP - Capital Place (S1)","2022-04-28T00:00:00.000Z",1,"2022-04-28T00:00:00.000Z",28,4,2022,12.9167,"2022-04-28T00:00:00.000Z",35.8601633626648,31.995970179162,39.7237802187295,2022-04-28
"119","AHP - Capital Place (S1)","2022-04-29T00:00:00.000Z",1,"2022-04-29T00:00:00.000Z",29,4,2022,17.6522,"2022-04-29T00:00:00.000Z",32.7255402580596,28.8716864293454,36.5790172663643,2022-04-29
"120","AHP - Capital Place (S1)","2022-04-30T00:00:00.000Z",1,"2022-04-30T00:00:00.000Z",30,4,2022,46.0417,"2022-04-30T00:00:00.000Z",32.3320640612676,28.4901021395721,36.1737718564397,2022-04-30
"121","AHP - Capital Place (S1)","2022-05-01T00:00:00.000Z",1,"2022-05-01T00:00:00.000Z",1,5,2022,48.875,"2022-05-01T00:00:00.000Z",30.0625371020421,26.2217465598897,33.9031411173383,2022-05-01
