"","Station","Time","ID","Time1","Day","Month","Year","PM2.5","Time2","mean.R1","lo.R1","up.R1","TimeLabel"
"3154","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",17,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-17
"3155","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",18,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-18
"3156","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",19,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-19
"3157","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",20,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-20
"3158","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",21,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-21
"3159","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",22,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-22
"3160","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",23,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-23
"3161","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",24,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-24
"3162","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",25,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-25
"3163","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",26,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-26
"3164","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",27,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-27
"3165","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",28,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-28
"3166","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",29,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-29
"3167","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",30,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-30
"3168","RespoKare Mask - Wisma 76 (S8)","2022-12-31T00:00:00.000Z",8,"2022-12-31T00:00:00.000Z",31,13,2023,NA,"2022-12-31T00:00:00.000Z",25.8365135362868,22.199476975444,29.4735477692824,2023-01-31
"3169","Simprug THL Area (S9)","2022-01-01T00:00:00.000Z",9,"2022-01-01T00:00:00.000Z",1,1,2022,NA,"2022-01-01T00:00:00.000Z",29.6392434081793,25.3048739151841,33.9739466969425,2022-01-01
"3170","Simprug THL Area (S9)","2022-01-02T00:00:00.000Z",9,"2022-01-02T00:00:00.000Z",2,1,2022,NA,"2022-01-02T00:00:00.000Z",29.3352214615999,24.7191046319949,33.951416021014,2022-01-02
"3171","Simprug THL Area (S9)","2022-01-03T00:00:00.000Z",9,"2022-01-03T00:00:00.000Z",3,1,2022,NA,"2022-01-03T00:00:00.000Z",34.0096808452379,29.3233232682346,38.6962481302993,2022-01-03
"3172","Simprug THL Area (S9)","2022-01-04T00:00:00.000Z",9,"2022-01-04T00:00:00.000Z",4,1,2022,NA,"2022-01-04T00:00:00.000Z",38.0121092175694,33.2692431334273,42.7556060326916,2022-01-04
"3173","Simprug THL Area (S9)","2022-01-05T00:00:00.000Z",9,"2022-01-05T00:00:00.000Z",5,1,2022,NA,"2022-01-05T00:00:00.000Z",38.6388014127755,33.842212641178,43.4359332477254,2022-01-05
"3174","Simprug THL Area (S9)","2022-01-06T00:00:00.000Z",9,"2022-01-06T00:00:00.000Z",6,1,2022,NA,"2022-01-06T00:00:00.000Z",35.3367674524998,30.5032245128801,40.1706413462011,2022-01-06
"3175","Simprug THL Area (S9)","2022-01-07T00:00:00.000Z",9,"2022-01-07T00:00:00.000Z",7,1,2022,NA,"2022-01-07T00:00:00.000Z",32.2320618887089,27.3543313678017,37.1100572541198,2022-01-07
"3176","Simprug THL Area (S9)","2022-01-08T00:00:00.000Z",9,"2022-01-08T00:00:00.000Z",8,1,2022,NA,"2022-01-08T00:00:00.000Z",31.2601367691156,26.4013198985185,36.1189527835313,2022-01-08
"3177","Simprug THL Area (S9)","2022-01-09T00:00:00.000Z",9,"2022-01-09T00:00:00.000Z",9,1,2022,NA,"2022-01-09T00:00:00.000Z",28.1211523100874,23.2582204785596,32.9839050433376,2022-01-09
"3178","Simprug THL Area (S9)","2022-01-10T00:00:00.000Z",9,"2022-01-10T00:00:00.000Z",10,1,2022,NA,"2022-01-10T00:00:00.000Z",28.363479039237,23.4998409726071,33.2269422876387,2022-01-10
"3179","Simprug THL Area (S9)","2022-01-11T00:00:00.000Z",9,"2022-01-11T00:00:00.000Z",11,1,2022,NA,"2022-01-11T00:00:00.000Z",29.1288936943946,24.2340330916027,34.0237954802415,2022-01-11
"3180","Simprug THL Area (S9)","2022-01-12T00:00:00.000Z",9,"2022-01-12T00:00:00.000Z",12,1,2022,NA,"2022-01-12T00:00:00.000Z",26.4210881226351,21.5385437656063,31.3036107698212,2022-01-12
"3181","Simprug THL Area (S9)","2022-01-13T00:00:00.000Z",9,"2022-01-13T00:00:00.000Z",13,1,2022,NA,"2022-01-13T00:00:00.000Z",25.7898362850123,20.8856298802075,30.6938862820367,2022-01-13
"3182","Simprug THL Area (S9)","2022-01-14T00:00:00.000Z",9,"2022-01-14T00:00:00.000Z",14,1,2022,NA,"2022-01-14T00:00:00.000Z",28.7671106069069,23.8828218648485,33.6514344077708,2022-01-14
"3183","Simprug THL Area (S9)","2022-01-15T00:00:00.000Z",9,"2022-01-15T00:00:00.000Z",15,1,2022,NA,"2022-01-15T00:00:00.000Z",33.407050261389,28.4927774116796,38.3215375449816,2022-01-15
"3184","Simprug THL Area (S9)","2022-01-16T00:00:00.000Z",9,"2022-01-16T00:00:00.000Z",16,1,2022,NA,"2022-01-16T00:00:00.000Z",28.9917592224018,24.0626428718283,33.9211140891215,2022-01-16
"3185","Simprug THL Area (S9)","2022-01-17T00:00:00.000Z",9,"2022-01-17T00:00:00.000Z",17,1,2022,NA,"2022-01-17T00:00:00.000Z",24.781576273105,19.8221182778705,29.7411819811765,2022-01-17
"3186","Simprug THL Area (S9)","2022-01-18T00:00:00.000Z",9,"2022-01-18T00:00:00.000Z",18,1,2022,NA,"2022-01-18T00:00:00.000Z",28.2642483919136,23.2815139476551,33.247110411113,2022-01-18
"3187","Simprug THL Area (S9)","2022-01-19T00:00:00.000Z",9,"2022-01-19T00:00:00.000Z",19,1,2022,NA,"2022-01-19T00:00:00.000Z",30.3243976879421,25.3411458480436,35.3078112156205,2022-01-19
"3188","Simprug THL Area (S9)","2022-01-20T00:00:00.000Z",9,"2022-01-20T00:00:00.000Z",20,1,2022,NA,"2022-01-20T00:00:00.000Z",23.3732064450846,18.3788122758321,28.3674328592056,2022-01-20
"3189","Simprug THL Area (S9)","2022-01-21T00:00:00.000Z",9,"2022-01-21T00:00:00.000Z",21,1,2022,NA,"2022-01-21T00:00:00.000Z",24.4179887555827,19.4129461585403,29.4226634235855,2022-01-21
"3190","Simprug THL Area (S9)","2022-01-22T00:00:00.000Z",9,"2022-01-22T00:00:00.000Z",22,1,2022,NA,"2022-01-22T00:00:00.000Z",25.5119760596295,20.4826968084032,30.540784295369,2022-01-22
"3191","Simprug THL Area (S9)","2022-01-23T00:00:00.000Z",9,"2022-01-23T00:00:00.000Z",23,1,2022,NA,"2022-01-23T00:00:00.000Z",24.1171450836729,19.1018277399372,29.1319159108068,2022-01-23
"3192","Simprug THL Area (S9)","2022-01-24T00:00:00.000Z",9,"2022-01-24T00:00:00.000Z",24,1,2022,NA,"2022-01-24T00:00:00.000Z",21.7641592440906,16.7972507851925,26.7307128454528,2022-01-24
"3193","Simprug THL Area (S9)","2022-01-25T00:00:00.000Z",9,"2022-01-25T00:00:00.000Z",25,1,2022,NA,"2022-01-25T00:00:00.000Z",25.9428108447278,20.9992765854309,30.8863203712967,2022-01-25
"3194","Simprug THL Area (S9)","2022-01-26T00:00:00.000Z",9,"2022-01-26T00:00:00.000Z",26,1,2022,NA,"2022-01-26T00:00:00.000Z",30.1826971765388,25.2945102358212,35.0709780910566,2022-01-26
"3195","Simprug THL Area (S9)","2022-01-27T00:00:00.000Z",9,"2022-01-27T00:00:00.000Z",27,1,2022,NA,"2022-01-27T00:00:00.000Z",33.2129644192836,28.3417025094745,38.084070102861,2022-01-27
"3196","Simprug THL Area (S9)","2022-01-28T00:00:00.000Z",9,"2022-01-28T00:00:00.000Z",28,1,2022,NA,"2022-01-28T00:00:00.000Z",31.8488102752812,26.9941542647599,36.7030842804405,2022-01-28
"3197","Simprug THL Area (S9)","2022-01-29T00:00:00.000Z",9,"2022-01-29T00:00:00.000Z",29,1,2022,NA,"2022-01-29T00:00:00.000Z",33.7641707097293,28.9192559548733,38.608604241713,2022-01-29
"3198","Simprug THL Area (S9)","2022-01-30T00:00:00.000Z",9,"2022-01-30T00:00:00.000Z",30,1,2022,NA,"2022-01-30T00:00:00.000Z",32.4861982898574,27.6167598669233,37.3551226845166,2022-01-30
"3199","Simprug THL Area (S9)","2022-01-31T00:00:00.000Z",9,"2022-01-31T00:00:00.000Z",31,1,2022,NA,"2022-01-31T00:00:00.000Z",35.6448213926156,30.7916945635731,40.4976013010911,2022-01-31
"3200","Simprug THL Area (S9)","2022-02-01T00:00:00.000Z",9,"2022-02-01T00:00:00.000Z",1,2,2022,NA,"2022-02-01T00:00:00.000Z",38.0312751775989,33.1981669367566,42.8645086852278,2022-02-01
"3201","Simprug THL Area (S9)","2022-02-02T00:00:00.000Z",9,"2022-02-02T00:00:00.000Z",2,2,2022,NA,"2022-02-02T00:00:00.000Z",37.3487782096134,32.5184203130912,42.179441432102,2022-02-02
"3202","Simprug THL Area (S9)","2022-02-03T00:00:00.000Z",9,"2022-02-03T00:00:00.000Z",3,2,2022,NA,"2022-02-03T00:00:00.000Z",33.297405367877,28.4624268723346,38.1328281877815,2022-02-03
"3203","Simprug THL Area (S9)","2022-02-04T00:00:00.000Z",9,"2022-02-04T00:00:00.000Z",4,2,2022,NA,"2022-02-04T00:00:00.000Z",30.0827234562841,25.2372676166149,34.9288918140948,2022-02-04
"3204","Simprug THL Area (S9)","2022-02-05T00:00:00.000Z",9,"2022-02-05T00:00:00.000Z",5,2,2022,NA,"2022-02-05T00:00:00.000Z",29.6010610868482,24.7571923252873,34.4458041765483,2022-02-05
"3205","Simprug THL Area (S9)","2022-02-06T00:00:00.000Z",9,"2022-02-06T00:00:00.000Z",6,2,2022,NA,"2022-02-06T00:00:00.000Z",27.5289600169868,22.6811110695092,32.3776274407543,2022-02-06
"3206","Simprug THL Area (S9)","2022-02-07T00:00:00.000Z",9,"2022-02-07T00:00:00.000Z",7,2,2022,NA,"2022-02-07T00:00:00.000Z",29.2930334638932,24.4477400889941,34.1390561218092,2022-02-07
"3207","Simprug THL Area (S9)","2022-02-08T00:00:00.000Z",9,"2022-02-08T00:00:00.000Z",8,2,2022,NA,"2022-02-08T00:00:00.000Z",31.8377005663794,26.9848077432271,36.6913038204143,2022-02-08
"3208","Simprug THL Area (S9)","2022-02-09T00:00:00.000Z",9,"2022-02-09T00:00:00.000Z",9,2,2022,NA,"2022-02-09T00:00:00.000Z",31.0080414696823,26.1513270683577,35.8651866741367,2022-02-09
"3209","Simprug THL Area (S9)","2022-02-10T00:00:00.000Z",9,"2022-02-10T00:00:00.000Z",10,2,2022,NA,"2022-02-10T00:00:00.000Z",32.3285515662402,27.4705513602327,37.1865471014087,2022-02-10
"3210","Simprug THL Area (S9)","2022-02-11T00:00:00.000Z",9,"2022-02-11T00:00:00.000Z",11,2,2022,NA,"2022-02-11T00:00:00.000Z",37.2598625594927,32.3994124687454,42.1202621863026,2022-02-11
"3211","Simprug THL Area (S9)","2022-02-12T00:00:00.000Z",9,"2022-02-12T00:00:00.000Z",12,2,2022,NA,"2022-02-12T00:00:00.000Z",43.781315810759,38.8661898855256,48.6963473817234,2022-02-12
"3212","Simprug THL Area (S9)","2022-02-13T00:00:00.000Z",9,"2022-02-13T00:00:00.000Z",13,2,2022,NA,"2022-02-13T00:00:00.000Z",41.1050217138757,36.1698824738158,46.0398363062677,2022-02-13
"3213","Simprug THL Area (S9)","2022-02-14T00:00:00.000Z",9,"2022-02-14T00:00:00.000Z",14,2,2022,NA,"2022-02-14T00:00:00.000Z",38.3402785978926,33.4146954681028,43.2651619164339,2022-02-14
"3214","Simprug THL Area (S9)","2022-02-15T00:00:00.000Z",9,"2022-02-15T00:00:00.000Z",15,2,2022,NA,"2022-02-15T00:00:00.000Z",42.8038547268611,37.8423116426206,47.7644766767191,2022-02-15
"3215","Simprug THL Area (S9)","2022-02-16T00:00:00.000Z",9,"2022-02-16T00:00:00.000Z",16,2,2022,NA,"2022-02-16T00:00:00.000Z",45.2252016004936,40.2781867487429,50.1713433575317,2022-02-16
"3216","Simprug THL Area (S9)","2022-02-17T00:00:00.000Z",9,"2022-02-17T00:00:00.000Z",17,2,2022,NA,"2022-02-17T00:00:00.000Z",37.9170173711733,32.9992047666623,42.8334440074286,2022-02-17
"3217","Simprug THL Area (S9)","2022-02-18T00:00:00.000Z",9,"2022-02-18T00:00:00.000Z",18,2,2022,NA,"2022-02-18T00:00:00.000Z",37.7820178820034,32.8839896994757,42.6786068191786,2022-02-18
"3218","Simprug THL Area (S9)","2022-02-19T00:00:00.000Z",9,"2022-02-19T00:00:00.000Z",19,2,2022,NA,"2022-02-19T00:00:00.000Z",36.8189999586794,31.9496246927456,41.6870951360446,2022-02-19
"3219","Simprug THL Area (S9)","2022-02-20T00:00:00.000Z",9,"2022-02-20T00:00:00.000Z",20,2,2022,NA,"2022-02-20T00:00:00.000Z",32.5793936421593,27.7500315996405,37.4075722162344,2022-02-20
"3220","Simprug THL Area (S9)","2022-02-21T00:00:00.000Z",9,"2022-02-21T00:00:00.000Z",21,2,2022,NA,"2022-02-21T00:00:00.000Z",26.7636647416461,21.9800696686954,31.5464202692656,2022-02-21
"3221","Simprug THL Area (S9)","2022-02-22T00:00:00.000Z",9,"2022-02-22T00:00:00.000Z",22,2,2022,NA,"2022-02-22T00:00:00.000Z",27.0699096539595,22.3326218746044,31.8069181824771,2022-02-22
"3222","Simprug THL Area (S9)","2022-02-23T00:00:00.000Z",9,"2022-02-23T00:00:00.000Z",23,2,2022,NA,"2022-02-23T00:00:00.000Z",27.2589260606252,22.5520908851655,31.9661591138762,2022-02-23
"3223","Simprug THL Area (S9)","2022-02-24T00:00:00.000Z",9,"2022-02-24T00:00:00.000Z",24,2,2022,NA,"2022-02-24T00:00:00.000Z",26.3607975401509,21.6613819973005,31.0611095338075,2022-02-24
"3224","Simprug THL Area (S9)","2022-02-25T00:00:00.000Z",9,"2022-02-25T00:00:00.000Z",25,2,2022,NA,"2022-02-25T00:00:00.000Z",21.5016066713741,16.8099897959995,26.1946015040176,2022-02-25
"3225","Simprug THL Area (S9)","2022-02-26T00:00:00.000Z",9,"2022-02-26T00:00:00.000Z",26,2,2022,NA,"2022-02-26T00:00:00.000Z",20.6483445957346,15.9609162089705,25.3376253339814,2022-02-26
"3226","Simprug THL Area (S9)","2022-02-27T00:00:00.000Z",9,"2022-02-27T00:00:00.000Z",27,2,2022,NA,"2022-02-27T00:00:00.000Z",17.5551530141578,12.8308730008442,22.2822366118543,2022-02-27
"3227","Simprug THL Area (S9)","2022-02-28T00:00:00.000Z",9,"2022-02-28T00:00:00.000Z",28,2,2022,NA,"2022-02-28T00:00:00.000Z",19.9085051110037,15.195746222818,24.624347266097,2022-02-28
"3228","Simprug THL Area (S9)","2022-03-01T00:00:00.000Z",9,"2022-03-01T00:00:00.000Z",1,3,2022,NA,"2022-03-01T00:00:00.000Z",22.2722290838346,17.6010515175183,26.9467860507495,2022-03-01
"3229","Simprug THL Area (S9)","2022-03-02T00:00:00.000Z",9,"2022-03-02T00:00:00.000Z",2,3,2022,NA,"2022-03-02T00:00:00.000Z",22.1724724334463,17.5195390883969,26.8284265846464,2022-03-02
"3230","Simprug THL Area (S9)","2022-03-03T00:00:00.000Z",9,"2022-03-03T00:00:00.000Z",3,3,2022,NA,"2022-03-03T00:00:00.000Z",19.1022650889078,14.4656986084748,23.7412203718106,2022-03-03
"3231","Simprug THL Area (S9)","2022-03-04T00:00:00.000Z",9,"2022-03-04T00:00:00.000Z",4,3,2022,NA,"2022-03-04T00:00:00.000Z",17.0763795381439,12.4477111028528,21.7067692415902,2022-03-04
"3232","Simprug THL Area (S9)","2022-03-05T00:00:00.000Z",9,"2022-03-05T00:00:00.000Z",5,3,2022,NA,"2022-03-05T00:00:00.000Z",17.8402955002377,13.2224888018291,22.4591437297817,2022-03-05
"3233","Simprug THL Area (S9)","2022-03-06T00:00:00.000Z",9,"2022-03-06T00:00:00.000Z",6,3,2022,NA,"2022-03-06T00:00:00.000Z",16.9491199957359,12.3238729363999,21.5746766711746,2022-03-06
"3234","Simprug THL Area (S9)","2022-03-07T00:00:00.000Z",9,"2022-03-07T00:00:00.000Z",7,3,2022,NA,"2022-03-07T00:00:00.000Z",19.7713809427815,15.1326609058811,24.4098627372595,2022-03-07
"3235","Simprug THL Area (S9)","2022-03-08T00:00:00.000Z",9,"2022-03-08T00:00:00.000Z",8,3,2022,NA,"2022-03-08T00:00:00.000Z",23.2195742189275,18.5333005572482,27.9054970827249,2022-03-08
"3236","Simprug THL Area (S9)","2022-03-09T00:00:00.000Z",9,"2022-03-09T00:00:00.000Z",9,3,2022,NA,"2022-03-09T00:00:00.000Z",23.1020639436168,18.3747778087532,27.8288877170198,2022-03-09
"3237","Simprug THL Area (S9)","2022-03-10T00:00:00.000Z",9,"2022-03-10T00:00:00.000Z",10,3,2022,NA,"2022-03-10T00:00:00.000Z",24.803317759637,20.0637336877348,29.5422545999366,2022-03-10
"3238","Simprug THL Area (S9)","2022-03-11T00:00:00.000Z",9,"2022-03-11T00:00:00.000Z",11,3,2022,NA,"2022-03-11T00:00:00.000Z",29.7924180883203,25.0735989574459,34.5106233199623,2022-03-11
"3239","Simprug THL Area (S9)","2022-03-12T00:00:00.000Z",9,"2022-03-12T00:00:00.000Z",12,3,2022,NA,"2022-03-12T00:00:00.000Z",36.2285149626641,31.4790518181173,40.9773826174475,2022-03-12
"3240","Simprug THL Area (S9)","2022-03-13T00:00:00.000Z",9,"2022-03-13T00:00:00.000Z",13,3,2022,NA,"2022-03-13T00:00:00.000Z",33.5077893648411,28.7712174885655,38.2435353840134,2022-03-13
"3241","Simprug THL Area (S9)","2022-03-14T00:00:00.000Z",9,"2022-03-14T00:00:00.000Z",14,3,2022,NA,"2022-03-14T00:00:00.000Z",30.83812433174,26.1631401825782,35.511970922671,2022-03-14
"3242","Simprug THL Area (S9)","2022-03-15T00:00:00.000Z",9,"2022-03-15T00:00:00.000Z",15,3,2022,NA,"2022-03-15T00:00:00.000Z",35.5899098107352,30.9329570175306,40.2457804013436,2022-03-15
"3243","Simprug THL Area (S9)","2022-03-16T00:00:00.000Z",9,"2022-03-16T00:00:00.000Z",16,3,2022,NA,"2022-03-16T00:00:00.000Z",38.5420961621791,33.9246587017466,43.1590157708563,2022-03-16
"3244","Simprug THL Area (S9)","2022-03-17T00:00:00.000Z",9,"2022-03-17T00:00:00.000Z",17,3,2022,NA,"2022-03-17T00:00:00.000Z",31.9959492960509,27.39781384535,36.593993308135,2022-03-17
"3245","Simprug THL Area (S9)","2022-03-18T00:00:00.000Z",9,"2022-03-18T00:00:00.000Z",18,3,2022,NA,"2022-03-18T00:00:00.000Z",32.972625676841,28.3808131092917,37.5650171929666,2022-03-18
"3246","Simprug THL Area (S9)","2022-03-19T00:00:00.000Z",9,"2022-03-19T00:00:00.000Z",19,3,2022,NA,"2022-03-19T00:00:00.000Z",33.7501046623408,29.1526439852627,38.3486931751884,2022-03-19
"3247","Simprug THL Area (S9)","2022-03-20T00:00:00.000Z",9,"2022-03-20T00:00:00.000Z",20,3,2022,NA,"2022-03-20T00:00:00.000Z",32.0209408358841,27.4226939861466,36.6202908431551,2022-03-20
"3248","Simprug THL Area (S9)","2022-03-21T00:00:00.000Z",9,"2022-03-21T00:00:00.000Z",21,3,2022,NA,"2022-03-21T00:00:00.000Z",29.459532493183,24.8688161931824,34.0512484996198,2022-03-21
"3249","Simprug THL Area (S9)","2022-03-22T00:00:00.000Z",9,"2022-03-22T00:00:00.000Z",22,3,2022,NA,"2022-03-22T00:00:00.000Z",33.5951947392101,29.0075774330337,38.1837884366244,2022-03-22
"3250","Simprug THL Area (S9)","2022-03-23T00:00:00.000Z",9,"2022-03-23T00:00:00.000Z",23,3,2022,NA,"2022-03-23T00:00:00.000Z",37.9331824867784,33.3628101299051,42.5041666861755,2022-03-23
"3251","Simprug THL Area (S9)","2022-03-24T00:00:00.000Z",9,"2022-03-24T00:00:00.000Z",24,3,2022,NA,"2022-03-24T00:00:00.000Z",41.1367082318191,36.5648056743357,45.7085560933489,2022-03-24
"3252","Simprug THL Area (S9)","2022-03-25T00:00:00.000Z",9,"2022-03-25T00:00:00.000Z",25,3,2022,NA,"2022-03-25T00:00:00.000Z",39.8691635280057,35.2955310084295,44.4421298524745,2022-03-25
"3253","Simprug THL Area (S9)","2022-03-26T00:00:00.000Z",9,"2022-03-26T00:00:00.000Z",26,3,2022,NA,"2022-03-26T00:00:00.000Z",41.8285045731104,37.2480829448382,46.407910171991,2022-03-26
"3254","Simprug THL Area (S9)","2022-03-27T00:00:00.000Z",9,"2022-03-27T00:00:00.000Z",27,3,2022,NA,"2022-03-27T00:00:00.000Z",40.6362330024639,36.01126232787,45.2599814180996,2022-03-27
"3255","Simprug THL Area (S9)","2022-03-28T00:00:00.000Z",9,"2022-03-28T00:00:00.000Z",28,3,2022,NA,"2022-03-28T00:00:00.000Z",44.0159224615679,39.3897051359789,48.6409103528235,2022-03-28
"3256","Simprug THL Area (S9)","2022-03-29T00:00:00.000Z",9,"2022-03-29T00:00:00.000Z",29,3,2022,NA,"2022-03-29T00:00:00.000Z",46.5798154260064,41.9641795727666,51.1945060850863,2022-03-29
"3257","Simprug THL Area (S9)","2022-03-30T00:00:00.000Z",9,"2022-03-30T00:00:00.000Z",30,3,2022,NA,"2022-03-30T00:00:00.000Z",45.8325218067488,41.2062819540904,50.4579615890058,2022-03-30
"3258","Simprug THL Area (S9)","2022-03-31T00:00:00.000Z",9,"2022-03-31T00:00:00.000Z",31,3,2022,NA,"2022-03-31T00:00:00.000Z",41.2457679397168,36.6438262055883,45.8471365233533,2022-03-31
"3259","Simprug THL Area (S9)","2022-04-01T00:00:00.000Z",9,"2022-04-01T00:00:00.000Z",1,4,2022,NA,"2022-04-01T00:00:00.000Z",37.014488865042,32.4165790504957,41.6124271777289,2022-04-01
"3260","Simprug THL Area (S9)","2022-04-02T00:00:00.000Z",9,"2022-04-02T00:00:00.000Z",2,4,2022,NA,"2022-04-02T00:00:00.000Z",35.1895794770421,30.6025849166234,39.7774132133242,2022-04-02
"3261","Simprug THL Area (S9)","2022-04-03T00:00:00.000Z",9,"2022-04-03T00:00:00.000Z",3,4,2022,NA,"2022-04-03T00:00:00.000Z",31.6364371630317,27.044860952825,36.2294991445954,2022-04-03
"3262","Simprug THL Area (S9)","2022-04-04T00:00:00.000Z",9,"2022-04-04T00:00:00.000Z",4,4,2022,NA,"2022-04-04T00:00:00.000Z",31.940794817792,27.3469955482221,36.5366319879654,2022-04-04
"3263","Simprug THL Area (S9)","2022-04-05T00:00:00.000Z",9,"2022-04-05T00:00:00.000Z",5,4,2022,NA,"2022-04-05T00:00:00.000Z",33.1925884241975,28.5885234820562,37.7991762938406,2022-04-05
"3264","Simprug THL Area (S9)","2022-04-06T00:00:00.000Z",9,"2022-04-06T00:00:00.000Z",6,4,2022,NA,"2022-04-06T00:00:00.000Z",31.3822871318642,26.7797449399727,35.9874449412599,2022-04-06
"3265","Simprug THL Area (S9)","2022-04-07T00:00:00.000Z",9,"2022-04-07T00:00:00.000Z",7,4,2022,NA,"2022-04-07T00:00:00.000Z",32.0611816381795,27.490836974325,36.63377669213,2022-04-07
"3266","Simprug THL Area (S9)","2022-04-08T00:00:00.000Z",9,"2022-04-08T00:00:00.000Z",8,4,2022,NA,"2022-04-08T00:00:00.000Z",36.7626005569909,32.2159946233766,41.3110269420989,2022-04-08
"3267","Simprug THL Area (S9)","2022-04-09T00:00:00.000Z",9,"2022-04-09T00:00:00.000Z",9,4,2022,NA,"2022-04-09T00:00:00.000Z",43.4922814140118,38.9268930595894,48.0589045682623,2022-04-09
"3268","Simprug THL Area (S9)","2022-04-10T00:00:00.000Z",9,"2022-04-10T00:00:00.000Z",10,4,2022,NA,"2022-04-10T00:00:00.000Z",41.394179509871,36.8380870553382,45.9505518586212,2022-04-10
"3269","Simprug THL Area (S9)","2022-04-11T00:00:00.000Z",9,"2022-04-11T00:00:00.000Z",11,4,2022,NA,"2022-04-11T00:00:00.000Z",39.505698871585,34.97382935554,44.0368359339734,2022-04-11
"3270","Simprug THL Area (S9)","2022-04-12T00:00:00.000Z",9,"2022-04-12T00:00:00.000Z",12,4,2022,NA,"2022-04-12T00:00:00.000Z",45.0256039817449,40.4851723899283,49.5644278128458,2022-04-12
"3271","Simprug THL Area (S9)","2022-04-13T00:00:00.000Z",9,"2022-04-13T00:00:00.000Z",13,4,2022,NA,"2022-04-13T00:00:00.000Z",48.5682135368334,44.0415049366982,53.0929291331725,2022-04-13
"3272","Simprug THL Area (S9)","2022-04-14T00:00:00.000Z",9,"2022-04-14T00:00:00.000Z",14,4,2022,NA,"2022-04-14T00:00:00.000Z",42.4284874185959,37.9015266853787,46.9529325843445,2022-04-14
"3273","Simprug THL Area (S9)","2022-04-15T00:00:00.000Z",9,"2022-04-15T00:00:00.000Z",15,4,2022,NA,"2022-04-15T00:00:00.000Z",43.5894951963919,39.061920596687,48.1144165910478,2022-04-15
"3274","Simprug THL Area (S9)","2022-04-16T00:00:00.000Z",9,"2022-04-16T00:00:00.000Z",16,4,2022,NA,"2022-04-16T00:00:00.000Z",44.0603112736044,39.5323440985836,48.5857453824305,2022-04-16
"3275","Simprug THL Area (S9)","2022-04-17T00:00:00.000Z",9,"2022-04-17T00:00:00.000Z",17,4,2022,NA,"2022-04-17T00:00:00.000Z",41.2876982743183,36.7679429369017,45.8050677931428,2022-04-17
